code,descript,new_code
0143-9768,CEFTRIAXONE,001439768%
0143-9856,CEFTRIAXONE,001439856%
0143-9857,CEFTRIAXONE,001439857%
0143-9858,CEFTRIAXONE,001439858%
0143-9859,CEFTRIAXONE,001439859%
0264-3153,CEFTRIAXONE,002643153%
0264-3155,CEFTRIAXONE,002643155%
0338-5002,CEFTRIAXONE,003385002%
0338-5003,CEFTRIAXONE,003385003%
0409-0807,CEFTRIAXONE,004090807%
0409-0808,CEFTRIAXONE,004090808%
0409-7332,CEFTRIAXONE,004097332%
0409-7333,CEFTRIAXONE,004097333%
0409-7334,CEFTRIAXONE,004097334%
0409-7335,CEFTRIAXONE,004097335%
0409-7336,CEFTRIAXONE,004097336%
0409-7337,CEFTRIAXONE,004097337%
0409-7338,CEFTRIAXONE,004097338%
0781-3206,CEFTRIAXONE,007813206%
0781-3207,CEFTRIAXONE,007813207%
0781-3208,CEFTRIAXONE,007813208%
0781-3209,CEFTRIAXONE,007813209%
0781-3210,CEFTRIAXONE,007813210%
0781-9326,CEFTRIAXONE,007819326%
0781-9327,CEFTRIAXONE,007819327%
0781-9328,CEFTRIAXONE,007819328%
0781-9329,CEFTRIAXONE,007819329%
10019-098,CEFTRIAXONE,100190098%
21695-202,CEFTRIAXONE,216950202%
21695-352,CEFTRIAXONE,216950352%
25021-105,CEFTRIAXONE,250210105%
25021-106,CEFTRIAXONE,250210106%
25021-107,CEFTRIAXONE,250210107%
25021-108,CEFTRIAXONE,250210108%
42254-152,CEFTRIAXONE,422540152%
42254-191,CEFTRIAXONE,422540191%
44567-700,CEFTRIAXONE,445670700%
44567-701,CEFTRIAXONE,445670701%
44567-702,CEFTRIAXONE,445670702%
44567-703,CEFTRIAXONE,445670703%
49349-835,CEFTRIAXONE,493490835%
52125-546,CEFTRIAXONE,521250546%
52125-680,CEFTRIAXONE,521250680%
52125-749,CEFTRIAXONE,521250749%
52125-774,CEFTRIAXONE,521250774%
52125-842,CEFTRIAXONE,521250842%
54868-5533,CEFTRIAXONE,548685533%
54868-5589,CEFTRIAXONE,548685589%
55154-0375,CEFTRIAXONE,551540375%
55154-3430,CEFTRIAXONE,551543430%
55154-3431,CEFTRIAXONE,551543431%
55154-5446,CEFTRIAXONE,551545446%
55154-5449,CEFTRIAXONE,551545449%
55154-6954,CEFTRIAXONE,551546954%
55154-6956,CEFTRIAXONE,551546956%
55154-6957,CEFTRIAXONE,551546957%
55154-6958,CEFTRIAXONE,551546958%
55154-6962,CEFTRIAXONE,551546962%
55648-701,CEFTRIAXONE,556480701%
55648-702,CEFTRIAXONE,556480702%
55648-703,CEFTRIAXONE,556480703%
55648-983,CEFTRIAXONE,556480983%
60505-0679,CEFTRIAXONE,605050679%
60505-0750,CEFTRIAXONE,605050750%
60505-0751,CEFTRIAXONE,605050751%
60505-0752,CEFTRIAXONE,605050752%
60505-0753,CEFTRIAXONE,605050753%
60505-6087,CEFTRIAXONE,605056087%
60505-6088,CEFTRIAXONE,605056088%
60505-6102,CEFTRIAXONE,605056102%
60505-6103,CEFTRIAXONE,605056103%
60505-6104,CEFTRIAXONE,605056104%
61786-029,CEFTRIAXONE,617860029%
61786-270,CEFTRIAXONE,617860270%
61786-379,CEFTRIAXONE,617860379%
61786-392,CEFTRIAXONE,617860392%
63187-435,CEFTRIAXONE,631870435%
63323-344,CEFTRIAXONE,633230344%
63323-345,CEFTRIAXONE,633230345%
63323-346,CEFTRIAXONE,633230346%
63323-347,CEFTRIAXONE,633230347%
63323-348,CEFTRIAXONE,633230348%
64679-701,CEFTRIAXONE,646790701%
64679-702,CEFTRIAXONE,646790702%
64679-703,CEFTRIAXONE,646790703%
64679-983,CEFTRIAXONE,646790983%
66288-6100,CEFTRIAXONE,662886100%
68180-611,CEFTRIAXONE,681800611%
68180-622,CEFTRIAXONE,681800622%
68180-633,CEFTRIAXONE,681800633%
68180-644,CEFTRIAXONE,681800644%
68180-655,CEFTRIAXONE,681800655%
68330-001,CEFTRIAXONE,683300001%
68330-002,CEFTRIAXONE,683300002%
68330-003,CEFTRIAXONE,683300003%
68330-004,CEFTRIAXONE,683300004%
68330-005,CEFTRIAXONE,683300005%
68330-006,CEFTRIAXONE,683300006%
76126-007,CEFTRIAXONE,761260007%
0093-2026,AZITHROMYCIN,000932026%
0093-2027,AZITHROMYCIN,000932027%
0093-7146,AZITHROMYCIN,000937146%
0093-7147,AZITHROMYCIN,000937147%
0093-7148,AZITHROMYCIN,000937148%
0093-7149,AZITHROMYCIN,000937149%
0093-7169,AZITHROMYCIN,000937169%
0179-0033,AZITHROMYCIN,001790033%
0409-0144,AZITHROMYCIN,004090144%
0781-1496,AZITHROMYCIN,007811496%
0781-1497,AZITHROMYCIN,007811497%
0781-1941,AZITHROMYCIN,007811941%
0904-6010,AZITHROMYCIN,009046010%
10019-648,AZITHROMYCIN,100190648%
16590-383,AZITHROMYCIN,165900383%
21695-012,AZITHROMYCIN,216950012%
21695-013,AZITHROMYCIN,216950013%
21695-548,AZITHROMYCIN,216950548%
21695-549,AZITHROMYCIN,216950549%
24236-671,AZITHROMYCIN,242360671%
24236-906,AZITHROMYCIN,242360906%
25021-112,AZITHROMYCIN,250210112%
33261-403,AZITHROMYCIN,332610403%
33261-879,AZITHROMYCIN,332610879%
33358-040,AZITHROMYCIN,333580040%
35356-017,AZITHROMYCIN,353560017%
35356-704,AZITHROMYCIN,353560704%
35356-798,AZITHROMYCIN,353560798%
43063-090,AZITHROMYCIN,430630090%
43063-506,AZITHROMYCIN,430630506%
43063-524,AZITHROMYCIN,430630524%
43063-540,AZITHROMYCIN,430630540%
43063-568,AZITHROMYCIN,430630568%
43063-572,AZITHROMYCIN,430630572%
43353-693,AZITHROMYCIN,433530693%
45865-536,AZITHROMYCIN,458650536%
49349-070,AZITHROMYCIN,493490070%
49349-685,AZITHROMYCIN,493490685%
49349-881,AZITHROMYCIN,493490881%
49999-786,AZITHROMYCIN,499990786%
50111-787,AZITHROMYCIN,501110787%
50111-788,AZITHROMYCIN,501110788%
50111-794,AZITHROMYCIN,501110794%
50268-098,AZITHROMYCIN,502680098%
50268-099,AZITHROMYCIN,502680099%
50268-100,AZITHROMYCIN,502680100%
50268-101,AZITHROMYCIN,502680101%
50436-4356,AZITHROMYCIN,504364356%
50436-4357,AZITHROMYCIN,504364357%
52125-020,AZITHROMYCIN,521250020%
52125-212,AZITHROMYCIN,521250212%
52125-267,AZITHROMYCIN,521250267%
52125-539,AZITHROMYCIN,521250539%
52125-699,AZITHROMYCIN,521250699%
52125-748,AZITHROMYCIN,521250748%
52125-751,AZITHROMYCIN,521250751%
52125-787,AZITHROMYCIN,521250787%
52125-844,AZITHROMYCIN,521250844%
52959-838,AZITHROMYCIN,529590838%
53217-173,AZITHROMYCIN,532170173%
54569-5754,AZITHROMYCIN,545695754%
54569-5804,AZITHROMYCIN,545695804%
54569-6204,AZITHROMYCIN,545696204%
54868-3648,AZITHROMYCIN,548683648%
54868-5471,AZITHROMYCIN,548685471%
54868-5478,AZITHROMYCIN,548685478%
54868-5487,AZITHROMYCIN,548685487%
54868-5647,AZITHROMYCIN,548685647%
54868-5648,AZITHROMYCIN,548685648%
54868-5938,AZITHROMYCIN,548685938%
54868-6348,AZITHROMYCIN,548686348%
55045-3693,AZITHROMYCIN,550453693%
55150-174,AZITHROMYCIN,551500174%
55154-0525,AZITHROMYCIN,551540525%
55154-2062,AZITHROMYCIN,551542062%
55154-3432,AZITHROMYCIN,551543432%
55154-4327,AZITHROMYCIN,551544327%
55154-4333,AZITHROMYCIN,551544333%
55154-4986,AZITHROMYCIN,551544986%
55154-5759,AZITHROMYCIN,551545759%
55154-9382,AZITHROMYCIN,551549382%
55154-9385,AZITHROMYCIN,551549385%
55289-274,AZITHROMYCIN,552890274%
55289-964,AZITHROMYCIN,552890964%
55648-961,AZITHROMYCIN,556480961%
55648-962,AZITHROMYCIN,556480962%
55648-964,AZITHROMYCIN,556480964%
55695-002,AZITHROMYCIN,556950002%
55695-003,AZITHROMYCIN,556950003%
55695-006,AZITHROMYCIN,556950006%
55695-028,AZITHROMYCIN,556950028%
55695-029,AZITHROMYCIN,556950029%
57297-160,AZITHROMYCIN,572970160%
57297-161,AZITHROMYCIN,572970161%
57297-162,AZITHROMYCIN,572970162%
58118-0020,AZITHROMYCIN,581180020%
58118-0038,AZITHROMYCIN,581180038%
58118-7147,AZITHROMYCIN,581187147%
58118-7169,AZITHROMYCIN,581187169%
59762-3051,AZITHROMYCIN,597623051%
59762-3060,AZITHROMYCIN,597623060%
59762-3070,AZITHROMYCIN,597623070%
59762-3080,AZITHROMYCIN,597623080%
59762-3110,AZITHROMYCIN,597623110%
59762-3120,AZITHROMYCIN,597623120%
59762-3130,AZITHROMYCIN,597623130%
59762-3140,AZITHROMYCIN,597623140%
60505-2581,AZITHROMYCIN,605052581%
60505-2582,AZITHROMYCIN,605052582%
60505-2583,AZITHROMYCIN,605052583%
60505-6076,AZITHROMYCIN,605056076%
61786-133,AZITHROMYCIN,617860133%
61786-176,AZITHROMYCIN,617860176%
61786-183,AZITHROMYCIN,617860183%
61786-265,AZITHROMYCIN,617860265%
61786-273,AZITHROMYCIN,617860273%
61786-663,AZITHROMYCIN,617860663%
61919-260,AZITHROMYCIN,619190260%
61919-362,AZITHROMYCIN,619190362%
61919-382,AZITHROMYCIN,619190382%
61919-383,AZITHROMYCIN,619190383%
62756-512,AZITHROMYCIN,627560512%
62980-961,AZITHROMYCIN,629800961%
62980-962,AZITHROMYCIN,629800962%
62980-964,AZITHROMYCIN,629800964%
63187-007,AZITHROMYCIN,631870007%
63187-093,AZITHROMYCIN,631870093%
63187-169,AZITHROMYCIN,631870169%
63187-189,AZITHROMYCIN,631870189%
63187-284,AZITHROMYCIN,631870284%
63187-594,AZITHROMYCIN,631870594%
63187-604,AZITHROMYCIN,631870604%
63187-622,AZITHROMYCIN,631870622%
63323-398,AZITHROMYCIN,633230398%
63739-575,AZITHROMYCIN,637390575%
64679-961,AZITHROMYCIN,646790961%
64679-962,AZITHROMYCIN,646790962%
64679-964,AZITHROMYCIN,646790964%
66116-418,AZITHROMYCIN,661160418%
66116-509,AZITHROMYCIN,661160509%
66116-524,AZITHROMYCIN,661160524%
66336-168,AZITHROMYCIN,663360168%
68083-199,AZITHROMYCIN,680830199%
68084-278,AZITHROMYCIN,680840278%
68084-279,AZITHROMYCIN,680840279%
68084-663,AZITHROMYCIN,680840663%
68084-906,AZITHROMYCIN,680840906%
68084-913,AZITHROMYCIN,680840913%
68084-920,AZITHROMYCIN,680840920%
68180-160,AZITHROMYCIN,681800160%
68180-161,AZITHROMYCIN,681800161%
68180-162,AZITHROMYCIN,681800162%
68258-3012,AZITHROMYCIN,682583012%
68258-3051,AZITHROMYCIN,682583051%
68788-0713,AZITHROMYCIN,687880713%
68788-8939,AZITHROMYCIN,687888939%
68788-8947,AZITHROMYCIN,687888947%
68788-9038,AZITHROMYCIN,687889038%
68788-9045,AZITHROMYCIN,687889045%
68788-9046,AZITHROMYCIN,687889046%
68788-9077,AZITHROMYCIN,687889077%
68788-9078,AZITHROMYCIN,687889078%
68788-9311,AZITHROMYCIN,687889311%
68788-9521,AZITHROMYCIN,687889521%
68788-9529,AZITHROMYCIN,687889529%
68788-9958,AZITHROMYCIN,687889958%
68788-9959,AZITHROMYCIN,687889959%
68788-9977,AZITHROMYCIN,687889977%
69189-1496,AZITHROMYCIN,691891496%
76413-101,AZITHROMYCIN,764130101%
0093-7291,LEVOFLOXACIN,000937291%
0093-7292,LEVOFLOXACIN,000937292%
0093-7293,LEVOFLOXACIN,000937293%
0143-9720,LEVOFLOXACIN,001439720%
0143-9721,LEVOFLOXACIN,001439721%
0143-9722,LEVOFLOXACIN,001439722%
0143-9775,LEVOFLOXACIN,001439775%
0143-9776,LEVOFLOXACIN,001439776%
0143-9777,LEVOFLOXACIN,001439777%
0409-0528,LEVOFLOXACIN,004090528%
0781-3341,LEVOFLOXACIN,007813341%
0781-3342,LEVOFLOXACIN,007813342%
0781-3343,LEVOFLOXACIN,007813343%
0781-5790,LEVOFLOXACIN,007815790%
0781-5791,LEVOFLOXACIN,007815791%
0781-5792,LEVOFLOXACIN,007815792%
0904-6249,LEVOFLOXACIN,009046249%
0904-6250,LEVOFLOXACIN,009046250%
0904-6251,LEVOFLOXACIN,009046251%
0904-6351,LEVOFLOXACIN,009046351%
0904-6352,LEVOFLOXACIN,009046352%
0904-6353,LEVOFLOXACIN,009046353%
10544-143,LEVOFLOXACIN,105440143%
10544-245,LEVOFLOXACIN,105440245%
10544-451,LEVOFLOXACIN,105440451%
10544-558,LEVOFLOXACIN,105440558%
10544-624,LEVOFLOXACIN,105440624%
10544-906,LEVOFLOXACIN,105440906%
12634-675,LEVOFLOXACIN,126340675%
13668-082,LEVOFLOXACIN,136680082%
13668-083,LEVOFLOXACIN,136680083%
13668-084,LEVOFLOXACIN,136680084%
16571-150,LEVOFLOXACIN,165710150%
16590-992,LEVOFLOXACIN,165900992%
17478-106,LEVOFLOXACIN,174780106%
17478-107,LEVOFLOXACIN,174780107%
21695-024,LEVOFLOXACIN,216950024%
21695-027,LEVOFLOXACIN,216950027%
21695-041,LEVOFLOXACIN,216950041%
23155-201,LEVOFLOXACIN,231550201%
25021-130,LEVOFLOXACIN,250210130%
25021-132,LEVOFLOXACIN,250210132%
25021-825,LEVOFLOXACIN,250210825%
31722-721,LEVOFLOXACIN,317220721%
31722-722,LEVOFLOXACIN,317220722%
31722-723,LEVOFLOXACIN,317220723%
33261-793,LEVOFLOXACIN,332610793%
33261-876,LEVOFLOXACIN,332610876%
33261-891,LEVOFLOXACIN,332610891%
33342-021,LEVOFLOXACIN,333420021%
33342-022,LEVOFLOXACIN,333420022%
33342-023,LEVOFLOXACIN,333420023%
35356-760,LEVOFLOXACIN,353560760%
35356-783,LEVOFLOXACIN,353560783%
35356-877,LEVOFLOXACIN,353560877%
35356-923,LEVOFLOXACIN,353560923%
36000-045,LEVOFLOXACIN,360000045%
36000-046,LEVOFLOXACIN,360000046%
36000-047,LEVOFLOXACIN,360000047%
36000-048,LEVOFLOXACIN,360000048%
42291-370,LEVOFLOXACIN,422910370%
42291-371,LEVOFLOXACIN,422910371%
42291-372,LEVOFLOXACIN,422910372%
43063-323,LEVOFLOXACIN,430630323%
43063-324,LEVOFLOXACIN,430630324%
43063-378,LEVOFLOXACIN,430630378%
43063-457,LEVOFLOXACIN,430630457%
43063-459,LEVOFLOXACIN,430630459%
43063-635,LEVOFLOXACIN,430630635%
43063-637,LEVOFLOXACIN,430630637%
43063-638,LEVOFLOXACIN,430630638%
44567-435,LEVOFLOXACIN,445670435%
44567-436,LEVOFLOXACIN,445670436%
44567-437,LEVOFLOXACIN,445670437%
45865-758,LEVOFLOXACIN,458650758%
50383-283,LEVOFLOXACIN,503830283%
50383-286,LEVOFLOXACIN,503830286%
50436-6585,LEVOFLOXACIN,504366585%
51655-249,LEVOFLOXACIN,516550249%
51655-250,LEVOFLOXACIN,516550250%
52125-060,LEVOFLOXACIN,521250060%
52125-258,LEVOFLOXACIN,521250258%
52125-704,LEVOFLOXACIN,521250704%
54868-6277,LEVOFLOXACIN,548686277%
54868-6278,LEVOFLOXACIN,548686278%
54868-6279,LEVOFLOXACIN,548686279%
55111-279,LEVOFLOXACIN,551110279%
55111-280,LEVOFLOXACIN,551110280%
55111-281,LEVOFLOXACIN,551110281%
55150-156,LEVOFLOXACIN,551500156%
55150-157,LEVOFLOXACIN,551500157%
55150-243,LEVOFLOXACIN,551500243%
55150-244,LEVOFLOXACIN,551500244%
55150-245,LEVOFLOXACIN,551500245%
55154-3334,LEVOFLOXACIN,551543334%
55154-3335,LEVOFLOXACIN,551543335%
55154-3337,LEVOFLOXACIN,551543337%
55154-5897,LEVOFLOXACIN,551545897%
55154-5898,LEVOFLOXACIN,551545898%
55154-6898,LEVOFLOXACIN,551546898%
55648-544,LEVOFLOXACIN,556480544%
55648-545,LEVOFLOXACIN,556480545%
55648-547,LEVOFLOXACIN,556480547%
55695-007,LEVOFLOXACIN,556950007%
57237-066,LEVOFLOXACIN,572370066%
57237-067,LEVOFLOXACIN,572370067%
57237-068,LEVOFLOXACIN,572370068%
58118-5791,LEVOFLOXACIN,581185791%
58517-220,LEVOFLOXACIN,585170220%
59115-095,LEVOFLOXACIN,591150095%
59115-096,LEVOFLOXACIN,591150096%
59115-097,LEVOFLOXACIN,591150097%
59746-513,LEVOFLOXACIN,597460513%
59746-514,LEVOFLOXACIN,597460514%
61786-279,LEVOFLOXACIN,617860279%
61786-542,LEVOFLOXACIN,617860542%
61786-639,LEVOFLOXACIN,617860639%
61786-657,LEVOFLOXACIN,617860657%
61919-704,LEVOFLOXACIN,619190704%
61919-741,LEVOFLOXACIN,619190741%
61919-867,LEVOFLOXACIN,619190867%
61919-987,LEVOFLOXACIN,619190987%
61919-992,LEVOFLOXACIN,619190992%
63187-003,LEVOFLOXACIN,631870003%
63187-004,LEVOFLOXACIN,631870004%
63187-047,LEVOFLOXACIN,631870047%
63187-048,LEVOFLOXACIN,631870048%
63187-438,LEVOFLOXACIN,631870438%
63187-514,LEVOFLOXACIN,631870514%
63323-355,LEVOFLOXACIN,633230355%
63629-4526,LEVOFLOXACIN,636294526%
63629-4642,LEVOFLOXACIN,636294642%
63629-4843,LEVOFLOXACIN,636294843%
64205-537,LEVOFLOXACIN,642050537%
64376-130,LEVOFLOXACIN,643760130%
64376-131,LEVOFLOXACIN,643760131%
64376-132,LEVOFLOXACIN,643760132%
64679-544,LEVOFLOXACIN,646790544%
64679-545,LEVOFLOXACIN,646790545%
64679-547,LEVOFLOXACIN,646790547%
65841-691,LEVOFLOXACIN,658410691%
65841-692,LEVOFLOXACIN,658410692%
65841-693,LEVOFLOXACIN,658410693%
65862-536,LEVOFLOXACIN,658620536%
65862-537,LEVOFLOXACIN,658620537%
65862-538,LEVOFLOXACIN,658620538%
68084-481,LEVOFLOXACIN,680840481%
68084-482,LEVOFLOXACIN,680840482%
68084-483,LEVOFLOXACIN,680840483%
68180-240,LEVOFLOXACIN,681800240%
68180-241,LEVOFLOXACIN,681800241%
68180-242,LEVOFLOXACIN,681800242%
68382-015,LEVOFLOXACIN,683820015%
68382-016,LEVOFLOXACIN,683820016%
68382-017,LEVOFLOXACIN,683820017%
68788-9146,LEVOFLOXACIN,687889146%
68788-9148,LEVOFLOXACIN,687889148%
68788-9268,LEVOFLOXACIN,687889268%
68788-9548,LEVOFLOXACIN,687889548%
68788-9695,LEVOFLOXACIN,687889695%
68788-9707,LEVOFLOXACIN,687889707%
68788-9709,LEVOFLOXACIN,687889709%
76413-110,LEVOFLOXACIN,764130110%
76519-1001,LEVOFLOXACIN,765191001%
0069-2587,VANCOMYCIN,000692587%
0069-2589,VANCOMYCIN,000692589%
0069-2599,VANCOMYCIN,000692599%
0069-2601,VANCOMYCIN,000692601%
0338-3551,VANCOMYCIN,003383551%
0338-3552,VANCOMYCIN,003383552%
0338-3580,VANCOMYCIN,003383580%
0338-3581,VANCOMYCIN,003383581%
0338-3582,VANCOMYCIN,003383582%
0338-3583,VANCOMYCIN,003383583%
0409-4332,VANCOMYCIN,004094332%
0409-6509,VANCOMYCIN,004096509%
0409-6510,VANCOMYCIN,004096510%
0409-6531,VANCOMYCIN,004096531%
0409-6533,VANCOMYCIN,004096533%
0409-6534,VANCOMYCIN,004096534%
0409-6535,VANCOMYCIN,004096535%
0591-3560,VANCOMYCIN,005913560%
0591-3561,VANCOMYCIN,005913561%
0781-3187,VANCOMYCIN,007813187%
0781-3188,VANCOMYCIN,007813188%
17478-741,VANCOMYCIN,174780741%
17478-742,VANCOMYCIN,174780742%
23155-217,VANCOMYCIN,231550217%
23155-218,VANCOMYCIN,231550218%
23155-219,VANCOMYCIN,231550219%
23155-220,VANCOMYCIN,231550220%
25021-157,VANCOMYCIN,250210157%
25021-158,VANCOMYCIN,250210158%
45932-0028,VANCOMYCIN,459320028%
45932-0029,VANCOMYCIN,459320029%
45932-0031,VANCOMYCIN,459320031%
45932-0032,VANCOMYCIN,459320032%
47781-729,VANCOMYCIN,477810729%
47781-730,VANCOMYCIN,477810730%
52533-069,VANCOMYCIN,525330069%
52533-070,VANCOMYCIN,525330070%
52533-071,VANCOMYCIN,525330071%
55150-203,VANCOMYCIN,551500203%
55150-204,VANCOMYCIN,551500204%
55150-205,VANCOMYCIN,551500205%
55150-206,VANCOMYCIN,551500206%
55154-2350,VANCOMYCIN,551542350%
55154-2351,VANCOMYCIN,551542351%
55154-2385,VANCOMYCIN,551542385%
55154-2393,VANCOMYCIN,551542393%
55154-2398,VANCOMYCIN,551542398%
62559-390,VANCOMYCIN,625590390%
62559-391,VANCOMYCIN,625590391%
63323-221,VANCOMYCIN,633230221%
63323-284,VANCOMYCIN,633230284%
63323-295,VANCOMYCIN,633230295%
63323-314,VANCOMYCIN,633230314%
63323-338,VANCOMYCIN,633230338%
63323-339,VANCOMYCIN,633230339%
66993-210,VANCOMYCIN,669930210%
66993-211,VANCOMYCIN,669930211%
67457-222,VANCOMYCIN,674570222%
67457-225,VANCOMYCIN,674570225%
67457-339,VANCOMYCIN,674570339%
67457-340,VANCOMYCIN,674570340%
67457-341,VANCOMYCIN,674570341%
67457-342,VANCOMYCIN,674570342%
67457-611,VANCOMYCIN,674570611%
67457-612,VANCOMYCIN,674570612%
67457-613,VANCOMYCIN,674570613%
67457-614,VANCOMYCIN,674570614%
68083-143,VANCOMYCIN,680830143%
68083-144,VANCOMYCIN,680830144%
68180-166,VANCOMYCIN,681800166%
68180-167,VANCOMYCIN,681800167%
76126-290,VANCOMYCIN,761260290%
0093-7387,MOXIFLOXACIN,000937387%
0378-2080,MOXIFLOXACIN,003782080%
0904-6406,MOXIFLOXACIN,009046406%
13668-201,MOXIFLOXACIN,136680201%
43063-580,MOXIFLOXACIN,430630580%
43063-585,MOXIFLOXACIN,430630585%
47781-268,MOXIFLOXACIN,477810268%
48102-018,MOXIFLOXACIN,481020018%
55111-112,MOXIFLOXACIN,551110112%
57237-156,MOXIFLOXACIN,572370156%
61786-360,MOXIFLOXACIN,617860360%
63323-850,MOXIFLOXACIN,633230850%
65862-603,MOXIFLOXACIN,658620603%
68084-722,MOXIFLOXACIN,680840722%
0264-3193,CEFEPIME,002643193%
0264-3195,CEFEPIME,002643195%
0338-1301,CEFEPIME,003381301%
0409-0809,CEFEPIME,004090809%
0409-0810,CEFEPIME,004090810%
0781-3222,CEFEPIME,007813222%
0781-3223,CEFEPIME,007813223%
0781-3301,CEFEPIME,007813301%
0781-3302,CEFEPIME,007813302%
0781-3303,CEFEPIME,007813303%
25021-121,CEFEPIME,250210121%
25021-122,CEFEPIME,250210122%
44567-240,CEFEPIME,445670240%
44567-241,CEFEPIME,445670241%
60505-0681,CEFEPIME,605050681%
60505-0834,CEFEPIME,605050834%
60505-6030,CEFEPIME,605056030%
60505-6031,CEFEPIME,605056031%
63323-326,CEFEPIME,633230326%
63323-340,CEFEPIME,633230340%
67184-1002,CEFEPIME,671841002%
67184-1003,CEFEPIME,671841003%
67184-1004,CEFEPIME,671841004%
0168-0201,CLINDAMYCIN,001680201%
0168-0202,CLINDAMYCIN,001680202%
0168-0203,CLINDAMYCIN,001680203%
0168-0277,CLINDAMYCIN,001680277%
0179-0023,CLINDAMYCIN,001790023%
0179-0024,CLINDAMYCIN,001790024%
0179-0146,CLINDAMYCIN,001790146%
0179-0147,CLINDAMYCIN,001790147%
0179-0167,CLINDAMYCIN,001790167%
0374-5070,CLINDAMYCIN,003745070%
0378-6068,CLINDAMYCIN,003786068%
0378-6069,CLINDAMYCIN,003786069%
0378-6070,CLINDAMYCIN,003786070%
0378-8688,CLINDAMYCIN,003788688%
0409-4050,CLINDAMYCIN,004094050%
0409-4051,CLINDAMYCIN,004094051%
0409-4052,CLINDAMYCIN,004094052%
0409-4053,CLINDAMYCIN,004094053%
0409-4054,CLINDAMYCIN,004094054%
0409-4055,CLINDAMYCIN,004094055%
0409-4197,CLINDAMYCIN,004094197%
0440-7300,CLINDAMYCIN,004407300%
0472-0987,CLINDAMYCIN,004720987%
0527-1381,CLINDAMYCIN,005271381%
0527-1382,CLINDAMYCIN,005271382%
0527-1383,CLINDAMYCIN,005271383%
0574-0129,CLINDAMYCIN,005740129%
0591-2932,CLINDAMYCIN,005912932%
0591-5708,CLINDAMYCIN,005915708%
0603-1086,CLINDAMYCIN,006031086%
0713-3171,CLINDAMYCIN,007133171%
0713-5256,CLINDAMYCIN,007135256%
0781-3288,CLINDAMYCIN,007813288%
0781-3289,CLINDAMYCIN,007813289%
0781-3290,CLINDAMYCIN,007813290%
0781-9220,CLINDAMYCIN,007819220%
0781-9221,CLINDAMYCIN,007819221%
0781-9222,CLINDAMYCIN,007819222%
0904-5959,CLINDAMYCIN,009045959%
10135-569,CLINDAMYCIN,101350569%
10544-153,CLINDAMYCIN,105440153%
10544-154,CLINDAMYCIN,105440154%
12634-092,CLINDAMYCIN,126340092%
16590-057,CLINDAMYCIN,165900057%
16714-483,CLINDAMYCIN,167140483%
17478-120,CLINDAMYCIN,174780120%
17478-121,CLINDAMYCIN,174780121%
17478-122,CLINDAMYCIN,174780122%
21695-033,CLINDAMYCIN,216950033%
21695-034,CLINDAMYCIN,216950034%
21695-888,CLINDAMYCIN,216950888%
24236-167,CLINDAMYCIN,242360167%
24236-707,CLINDAMYCIN,242360707%
25021-115,CLINDAMYCIN,250210115%
33261-159,CLINDAMYCIN,332610159%
33261-448,CLINDAMYCIN,332610448%
42291-215,CLINDAMYCIN,422910215%
42549-532,CLINDAMYCIN,425490532%
43063-056,CLINDAMYCIN,430630056%
43063-394,CLINDAMYCIN,430630394%
45802-263,CLINDAMYCIN,458020263%
45802-507,CLINDAMYCIN,458020507%
45802-562,CLINDAMYCIN,458020562%
45802-660,CLINDAMYCIN,458020660%
45802-736,CLINDAMYCIN,458020736%
45865-615,CLINDAMYCIN,458650615%
47781-460,CLINDAMYCIN,477810460%
47781-462,CLINDAMYCIN,477810462%
47781-463,CLINDAMYCIN,477810463%
47781-464,CLINDAMYCIN,477810464%
47781-465,CLINDAMYCIN,477810465%
49349-363,CLINDAMYCIN,493490363%
49999-011,CLINDAMYCIN,499990011%
49999-280,CLINDAMYCIN,499990280%
49999-290,CLINDAMYCIN,499990290%
50268-180,CLINDAMYCIN,502680180%
50268-181,CLINDAMYCIN,502680181%
50436-0155,CLINDAMYCIN,504360155%
50436-3148,CLINDAMYCIN,504363148%
51079-598,CLINDAMYCIN,510790598%
51655-530,CLINDAMYCIN,516550530%
51655-964,CLINDAMYCIN,516550964%
51672-4081,CLINDAMYCIN,516724081%
52125-434,CLINDAMYCIN,521250434%
52125-717,CLINDAMYCIN,521250717%
52125-872,CLINDAMYCIN,521250872%
52125-938,CLINDAMYCIN,521250938%
52584-006,CLINDAMYCIN,525840006%
52584-460,CLINDAMYCIN,525840460%
54569-3456,CLINDAMYCIN,545693456%
54569-5774,CLINDAMYCIN,545695774%
54868-1857,CLINDAMYCIN,548681857%
54868-2875,CLINDAMYCIN,548682875%
54868-3695,CLINDAMYCIN,548683695%
54868-4654,CLINDAMYCIN,548684654%
54868-4805,CLINDAMYCIN,548684805%
54868-4806,CLINDAMYCIN,548684806%
54868-5211,CLINDAMYCIN,548685211%
54868-5307,CLINDAMYCIN,548685307%
55154-2390,CLINDAMYCIN,551542390%
55154-2828,CLINDAMYCIN,551542828%
55154-5546,CLINDAMYCIN,551545546%
55154-6827,CLINDAMYCIN,551546827%
55289-441,CLINDAMYCIN,552890441%
55289-890,CLINDAMYCIN,552890890%
55700-155,CLINDAMYCIN,557000155%
55700-358,CLINDAMYCIN,557000358%
58118-0692,CLINDAMYCIN,581180692%
58118-0693,CLINDAMYCIN,581180693%
